s,n,Re(f_ibc0.11),Im(f_ibc0.11),Abs(f_ibc0.11),Arg(f_ibc0.11),Re(f_ibc0.21),Im(f_ibc0.21),Abs(f_ibc0.21),Arg(f_ibc0.21),Re(f_ibc0.12),Im(f_ibc0.12),Abs(f_ibc0.12),Arg(f_ibc0.12),Re(f_ibc0.22),Im(f_ibc0.22),Abs(f_ibc0.22),Arg(f_ibc0.22)
+0.00000000E+00,+0.00000000E+00,-2.78302810E-01,+4.48163314E-01,+5.27544131E-01,+2.12650342E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.21089992E-01,-4.48463171E-01,+8.49170179E-01,-2.58520835E+00
+0.00000000E+00,+1.00000000E+00,-7.14539067E-01,-4.51633689E-01,+8.45304127E-01,-2.57793046E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.85960814E-01,+4.51870808E-01,+5.34753040E-01,+2.13501179E+00
+0.00000000E+00,+2.00000000E+00,-3.07255719E-01,+4.61356307E-01,+5.54306521E-01,+2.15832587E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.92576995E-01,-4.61426160E-01,+8.32212110E-01,-2.55388183E+00
+0.00000000E+00,+3.00000000E+00,-6.55462314E-01,-4.75217286E-01,+8.09606271E-01,-2.51427735E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.44120214E-01,+4.75080511E-01,+5.86617604E-01,+2.19767232E+00
+0.00000000E+00,+4.00000000E+00,-3.98345281E-01,+4.89557268E-01,+6.31146006E-01,+2.25382610E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.02936452E-01,-4.89289369E-01,+7.76489827E-01,-2.45987231E+00
+0.00000000E+00,+5.00000000E+00,-5.30691439E-01,-4.99057147E-01,+7.28485716E-01,-2.38690524E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.66883124E-01,+4.98902067E-01,+6.83288463E-01,+2.32305335E+00
+0.00000000E+00,+6.00000000E+00,-5.56785907E-01,+4.96764895E-01,+7.46180881E-01,+2.41310319E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.46994963E-01,-4.97182528E-01,+6.68576819E-01,-2.30308967E+00
+0.00000000E+00,+7.00000000E+00,-3.42230027E-01,-4.74456147E-01,+5.85004296E-01,-2.19568168E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.52606314E-01,+4.76142114E-01,+8.07840525E-01,+2.51127534E+00
+0.00000000E+00,+8.00000000E+00,-7.65702165E-01,+4.23559157E-01,+8.75044093E-01,+2.63632323E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.40524523E-01,-4.27402008E-01,+4.90432995E-01,-2.08338286E+00
+0.00000000E+00,+9.00000000E+00,-1.30502977E-01,-3.36855978E-01,+3.61251958E-01,-1.94040650E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.63056430E-01,+3.43787767E-01,+9.29008305E-01,+2.76252026E+00
+0.00000000E+00,+1.00000000E+01,-9.53278269E-01,+2.11042203E-01,+9.76359702E-01,+2.92372098E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.18593911E-02,-2.21743083E-01,+2.27726571E-01,-1.80053859E+00
+0.00000000E+00,+1.10000000E+01,-2.49926432E-03,-4.99301311E-02,+4.99926426E-02,-1.62080982E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.95837863E-01,+6.43802300E-02,+9.97916761E-01,+3.07703319E+00
+0.00000000E+00,+1.20000000E+01,-9.82148718E-01,-1.32410776E-01,+9.91034166E-01,-3.00758322E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.35148529E-02,+1.15465153E-01,+1.16253399E-01,+1.68731319E+00
+0.00000000E+00,+1.30000000E+01,-1.07621927E-01,+3.09902319E-01,+3.28057810E-01,+1.90504319E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.04876981E-01,-2.93384781E-01,+9.51250220E-01,-2.82806083E+00
+0.00000000E+00,+1.40000000E+01,-7.26126327E-01,-4.45944934E-01,+8.52130463E-01,-2.59083921E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.52547022E-01,+4.34473271E-01,+5.02540567E-01,+2.09733119E+00
+0.00000000E+00,+1.50000000E+01,-4.98190632E-01,+4.99996726E-01,+7.05826205E-01,+2.35438512E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.29800578E-01,-4.99111135E-01,+7.27874013E-01,-2.38601274E+00
+0.00000000E+00,+1.60000000E+01,-2.62555006E-01,-4.40022584E-01,+5.12401215E-01,-2.10877498E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.08732891E-01,+4.54346322E-01,+8.41862751E-01,+2.57152182E+00
+0.00000000E+00,+1.70000000E+01,-9.27674477E-01,+2.59026142E-01,+9.63158594E-01,+2.86930652E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.23423797E-02,-2.89508661E-01,+3.03878890E-01,-1.87955778E+00
+0.00000000E+00,+1.80000000E+01,-9.89121280E-05,+9.94496578E-03,+9.94545766E-03,+1.58074195E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.99025621E-01,+3.11998299E-02,+9.99512692E-01,+3.11037254E+00
+0.00000000E+00,+1.90000000E+01,-9.07636478E-01,-2.89538429E-01,+9.52699574E-01,-2.83279469E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.74014019E-02,+2.50715881E-01,+2.59617800E-01,+1.83342274E+00
+0.00000000E+00,+2.00000000E+01,-3.41729872E-01,+4.74289539E-01,+5.84576661E-01,+2.19515451E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.06198248E-01,-4.55502231E-01,+8.40356025E-01,-2.56873605E+00
+0.00000000E+00,+2.10000000E+01,-3.32011064E-01,-4.70934940E-01,+5.76204013E-01,-2.18487286E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.13167086E-01,+4.87024856E-01,+7.83049862E-01,+2.47035076E+00
+0.00000000E+00,+2.20000000E+01,-9.31497782E-01,+2.52605749E-01,+9.65141327E-01,+2.87677914E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.03772764E-01,-3.04965535E-01,+3.22137803E-01,-1.89878313E+00
+0.00000000E+00,+2.30000000E+01,-1.02584025E-02,+1.00762928E-01,+1.01283772E-01,+1.67225407E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.98981386E-01,-3.18994670E-02,+9.99490563E-01,-3.10967151E+00
+0.00000000E+00,+2.40000000E+01,-7.82772486E-01,-4.12358729E-01,+8.84744306E-01,-2.65674144E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.57855283E-01,+3.64605256E-01,+3.97310060E-01,+1.97938008E+00
+0.00000000E+00,+2.50000000E+01,-5.99423101E-01,+4.90015354E-01,+7.74224193E-01,+2.45628473E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.83291940E-01,-4.99720763E-01,+6.95192017E-01,-2.33948332E+00
+0.00000000E+00,+2.60000000E+01,-6.97625124E-02,-2.54746353E-01,+2.64125940E-01,-1.83809389E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.77098299E-01,+3.28324341E-01,+9.36535263E-01,+2.78340938E+00
+0.00000000E+00,+2.70000000E+01,-9.71966689E-01,-1.65067999E-01,+9.85883710E-01,-2.97336883E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.81152942E-03,+6.91981113E-02,+6.93651888E-02,+1.64021726E+00
+0.00000000E+00,+2.80000000E+01,-3.38929445E-01,+4.73345832E-01,+5.82176472E-01,+2.19219934E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.58047296E-01,-4.28265797E-01,+8.70659116E-01,-2.62733704E+00
+0.00000000E+00,+2.90000000E+01,-2.11930834E-01,-4.08676101E-01,+4.60359462E-01,-2.04919640E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.86444769E-01,+4.63937871E-01,+8.28519625E-01,+2.54725510E+00
+0.00000000E+00,+3.00000000E+01,-9.99888205E-01,-1.05727469E-02,+9.99944101E-01,-3.13101912E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.30801720E-02,-1.13618137E-01,+1.14368580E-01,-1.68541571E+00
+0.00000000E+00,+3.10000000E+01,-2.44913024E-01,+4.30035620E-01,+4.94886880E-01,+2.08850097E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.60504572E-01,-3.46462774E-01,+9.27633857E-01,-2.75882328E+00
+0.00000000E+00,+3.20000000E+01,-2.53485648E-01,-4.35006522E-01,+5.03473582E-01,-2.09841072E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.11646574E-01,+4.87375669E-01,+7.82078368E-01,+2.46879030E+00
+0.00000000E+00,+3.30000000E+01,-9.99730730E-01,-1.64072242E-02,+9.99865356E-01,-3.12518248E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.93526320E-02,-1.37761053E-01,+1.39113738E-01,-1.71036272E+00
+0.00000000E+00,+3.40000000E+01,-2.99593808E-01,+4.58080078E-01,+5.47351631E-01,+2.14999279E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.39742820E-01,-3.66844403E-01,+9.16374825E-01,-2.72972516E+00
+0.00000000E+00,+3.50000000E+01,-1.58759946E-01,-3.65452084E-01,+3.98446917E-01,-1.98061925E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.91295511E-01,+4.61958902E-01,+8.31441827E-01,+2.55249402E+00
+0.00000000E+00,+3.60000000E+01,-9.63889883E-01,-1.86564135E-01,+9.81778938E-01,-2.95040339E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.36889945E-07,-6.60976364E-04,+6.60976509E-04,-1.57145730E+00
+0.00000000E+00,+3.70000000E+01,-5.26288013E-01,+4.99308462E-01,+7.25457106E-01,+2.38249463E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.75003363E-01,-4.68373593E-01,+8.21585883E-01,-2.53498363E+00
+0.00000000E+00,+3.80000000E+01,-1.40499732E-02,-1.17696947E-01,+1.18532583E-01,-1.68960824E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.90137674E-01,+3.12718077E-01,+9.43471077E-01,+2.80374746E+00
+0.00000000E+00,+3.90000000E+01,-7.34294404E-01,-4.41708198E-01,+8.56909799E-01,-2.60004083E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.18008680E-02,+2.88744643E-01,+3.02986581E-01,+1.87862132E+00
+0.00000000E+00,+4.00000000E+01,-8.83398415E-01,+3.20944942E-01,+9.39892768E-01,+2.79311246E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.16678913E-01,-4.65181017E-01,+5.62742314E-01,-2.16849585E+00
+0.00000000E+00,+4.10000000E+01,-1.19539396E-01,+3.24422146E-01,+3.45744698E-01,+1.92382864E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.92369054E-01,-8.70213445E-02,+9.96177220E-01,-3.05412589E+00
+0.00000000E+00,+4.20000000E+01,-2.25762389E-01,-4.18083404E-01,+4.75144598E-01,-2.06592468E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.07443078E-01,+4.99944598E-01,+7.12350390E-01,+2.36363784E+00
+0.00000000E+00,+4.30000000E+01,-9.39252704E-01,-2.38866202E-01,+9.69150506E-01,-2.89255680E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.70512855E-03,-5.19404547E-02,+5.20108503E-02,-1.62283066E+00
+0.00000000E+00,+4.40000000E+01,-7.21767799E-01,+4.48128378E-01,+8.49569184E-01,+2.58596434E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.90108216E-01,-4.91813490E-01,+7.68185014E-01,-2.44679773E+00
+0.00000000E+00,+4.50000000E+01,-5.32909182E-02,+2.24612992E-01,+2.30848258E-01,+1.80374573E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.88408752E-01,+1.07036867E-01,+9.94187483E-01,+3.03372091E+00
+0.00000000E+00,+4.60000000E+01,-2.52345513E-01,-4.34358441E-01,+5.02340037E-01,-2.09709926E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.97319507E-01,+4.89343148E-01,+6.30332854E-01,+2.25277822E+00
+0.00000000E+00,+4.70000000E+01,-9.07648619E-01,-2.89521335E-01,+9.52705946E-01,-2.83281566E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.88321134E-03,-7.64761346E-02,+7.67020947E-02,-1.64757383E+00
