s,n,Re(f_ibc6.tm),Im(f_ibc6.tm),Abs(f_ibc6.tm),Arg(f_ibc6.tm),Re(f_ibc6.te),Im(f_ibc6.te),Abs(f_ibc6.te),Arg(f_ibc6.te)
+0.00000000E+00,+0.00000000E+00,-2.75076750E-01,+4.46552944E-01,+5.24477597E-01,+2.12289776E+00,-7.17689741E-01,-4.50123513E-01,+8.47165711E-01,-2.58142437E+00
+0.00000000E+00,+1.00000000E+00,-7.17770409E-01,-4.50084491E-01,+8.47213320E-01,-2.58151398E+00,-2.89425747E-01,+4.53495848E-01,+5.37983036E-01,+2.13883888E+00
+0.00000000E+00,+2.00000000E+00,-3.04015228E-01,+4.59989097E-01,+5.51375759E-01,+2.15480875E+00,-6.88919829E-01,-4.62935523E-01,+8.30011945E-01,-2.54992543E+00
+0.00000000E+00,+3.00000000E+00,-6.58696305E-01,-4.74147111E-01,+8.11601075E-01,-2.51768382E+00,-3.48089613E-01,+4.76364602E-01,+5.89991198E-01,+2.20184427E+00
+0.00000000E+00,+4.00000000E+00,-3.95163734E-01,+4.88885833E-01,+6.28620501E-01,+2.25057447E+00,-5.98554492E-01,-4.90190791E-01,+7.73663035E-01,-2.45539858E+00
+0.00000000E+00,+5.00000000E+00,-5.33737773E-01,-4.98860464E-01,+7.30573592E-01,-2.38995792E+00,-4.71735723E-01,+4.99200491E-01,+6.86830199E-01,+2.32791514E+00
+0.00000000E+00,+6.00000000E+00,-5.53993493E-01,+4.97076154E-01,+7.44307392E-01,+2.41029348E+00,-4.41692007E-01,-4.96588540E-01,+6.64599133E-01,-2.29775352E+00
+0.00000000E+00,+7.00000000E+00,-3.44625978E-01,-4.75246161E-01,+5.87048531E-01,-2.19820452E+00,-6.58211045E-01,+4.74309251E-01,+8.11302068E-01,+2.51717219E+00
+0.00000000E+00,+8.00000000E+00,-7.63842559E-01,+4.24720030E-01,+8.73980869E-01,+2.63413102E+00,-2.34953117E-01,-4.23969515E-01,+4.84719627E-01,-2.07683892E+00
+0.00000000E+00,+9.00000000E+00,-1.31730210E-01,-3.38197223E-01,+3.62946566E-01,-1.94222448E+00,-8.68021618E-01,+3.38467264E-01,+9.31676778E-01,+2.76979775E+00
+0.00000000E+00,+1.00000000E+01,-9.52685428E-01,+2.12310866E-01,+9.76056058E-01,+2.92232063E+00,-4.83271708E-02,-2.14456651E-01,+2.19834417E-01,-1.79244106E+00
+0.00000000E+00,+1.10000000E+01,-2.59396438E-03,-5.08648772E-02,+5.09309766E-02,-1.62174935E+00,-9.96916782E-01,+5.54410632E-02,+9.98457201E-01,+3.08603735E+00
+0.00000000E+00,+1.20000000E+01,-9.82263940E-01,-1.31990500E-01,+9.91092296E-01,-3.00801901E+00,-1.59206548E-02,+1.25168637E-01,+1.26177077E-01,+1.69731063E+00
+0.00000000E+00,+1.30000000E+01,-1.07690495E-01,+3.09989116E-01,+3.28162300E-01,+1.90515381E+00,-8.98278246E-01,-3.02282051E-01,+9.47775420E-01,-2.81698339E+00
+0.00000000E+00,+1.40000000E+01,-7.25502368E-01,-4.46260778E-01,+8.51764268E-01,-2.59013986E+00,-2.63259754E-01,+4.40402153E-01,+5.13088447E-01,+2.10957544E+00
+0.00000000E+00,+1.50000000E+01,-4.99520680E-01,+4.99999770E-01,+7.06767770E-01,+2.35571517E+00,-5.16317391E-01,-4.99733672E-01,+7.18552288E-01,-2.37251478E+00
+0.00000000E+00,+1.60000000E+01,-2.60794761E-01,-4.39068165E-01,+5.10680684E-01,-2.10677264E+00,-7.22122771E-01,+4.47952536E-01,+8.49778071E-01,+2.58636047E+00
+0.00000000E+00,+1.70000000E+01,-9.29075077E-01,+2.56699394E-01,+9.63885406E-01,+2.87202230E+00,-8.31412191E-02,-2.76095557E-01,+2.88342191E-01,-1.86329137E+00
+0.00000000E+00,+1.80000000E+01,-1.79964618E-04,+1.34138820E-02,+1.34150892E-02,+1.58421182E+00,-9.99819410E-01,+1.34371698E-02,+9.99909701E-01,+3.12815387E+00
+0.00000000E+00,+1.90000000E+01,-9.05152457E-01,-2.93004243E-01,+9.51395006E-01,-2.82853062E+00,-7.74434929E-02,+2.67293843E-01,+2.78286710E-01,+1.85280622E+00
+0.00000000E+00,+2.00000000E+01,-3.46573680E-01,+4.75878518E-01,+5.88705087E-01,+2.20025231E+00,-6.86823260E-01,-4.63785586E-01,+8.28748007E-01,-2.54766308E+00
+0.00000000E+00,+2.10000000E+01,-3.26399856E-01,-4.68895500E-01,+5.71314149E-01,-2.17890248E+00,-6.35298068E-01,+4.81346479E-01,+7.97055875E-01,+2.49320060E+00
+0.00000000E+00,+2.20000000E+01,-9.34933209E-01,+2.46643677E-01,+9.66919443E-01,+2.88366022E+00,-8.91888876E-02,-2.85016192E-01,+2.98645086E-01,-1.87406896E+00
+0.00000000E+00,+2.30000000E+01,-1.18961381E-02,+1.08418725E-01,+1.09069419E-01,+1.68008316E+00,-9.96571473E-01,-5.84531642E-02,+9.98284265E-01,-3.08300552E+00
+0.00000000E+00,+2.40000000E+01,-7.75460265E-01,-4.17278854E-01,+8.80602217E-01,-2.64792792E+00,-1.79339714E-01,+3.83636522E-01,+4.23485199E-01,+2.00808541E+00
+0.00000000E+00,+2.50000000E+01,-6.09040279E-01,+4.87965386E-01,+7.80410327E-01,+2.46611812E+00,-4.52528253E-01,-4.97741332E-01,+6.72702202E-01,-2.30865113E+00
+0.00000000E+00,+2.60000000E+01,-6.43177946E-02,-2.45318193E-01,+2.53609532E-01,-1.82720629E+00,-8.97959119E-01,+3.02702064E-01,+9.47607049E-01,+2.81645589E+00
+0.00000000E+00,+2.70000000E+01,-9.67878355E-01,-1.76323126E-01,+9.83808089E-01,-2.96139389E+00,-1.09364777E-02,+1.04004188E-01,+1.04577616E-01,+1.67556551E+00
+0.00000000E+00,+2.80000000E+01,-3.51379314E-01,+4.77401185E-01,+5.92772565E-01,+2.20529342E+00,-7.25020228E-01,-4.46504084E-01,+8.51481197E-01,-2.58959981E+00
+0.00000000E+00,+2.90000000E+01,-2.00407300E-01,-4.00305151E-01,+4.47668739E-01,-2.03495287E+00,-7.23114794E-01,+4.47459260E-01,+8.50361566E-01,+2.58746837E+00
+0.00000000E+00,+3.00000000E+01,-9.99324401E-01,-2.59835032E-02,+9.99662143E-01,-3.11559744E+00,-5.15258571E-03,-7.15963447E-02,+7.17815137E-02,-1.64263963E+00
+0.00000000E+00,+3.10000000E+01,-2.59351543E-01,+4.38278816E-01,+5.09265690E-01,+2.10512766E+00,-8.27584754E-01,-3.77740955E-01,+9.09716854E-01,-2.71339797E+00
+0.00000000E+00,+3.20000000E+01,-2.38110718E-01,-4.25927228E-01,+4.87965898E-01,-2.08055418E+00,-6.58000935E-01,+4.74379283E-01,+8.11172568E-01,+2.51695071E+00
+0.00000000E+00,+3.30000000E+01,-9.98738919E-01,-3.54893074E-02,+9.99369260E-01,-3.10607348E+00,-7.82690492E-03,-8.81228942E-02,+8.84697967E-02,-1.65938194E+00
+0.00000000E+00,+3.40000000E+01,-3.18427916E-01,+4.65866481E-01,+5.64294175E-01,+2.17037438E+00,-7.98312975E-01,-4.01259727E-01,+8.93483618E-01,-2.67583958E+00
+0.00000000E+00,+3.50000000E+01,-1.43245580E-01,-3.50323113E-01,+3.78477978E-01,-1.95894773E+00,-7.42492763E-01,+4.37261089E-01,+8.61680198E-01,+2.60936780E+00
+0.00000000E+00,+3.60000000E+01,-9.54830343E-01,-2.07676092E-01,+9.77154206E-01,-2.92742769E+00,-3.51037114E-03,+5.91443018E-02,+5.92483851E-02,+1.63007943E+00
+0.00000000E+00,+3.70000000E+01,-5.50504532E-01,+4.97442753E-01,+7.41959926E-01,+2.40678530E+00,-6.14664633E-01,-4.86674452E-01,+7.84005506E-01,-2.47188875E+00
+0.00000000E+00,+3.80000000E+01,-8.66099987E-03,-9.26606009E-02,+9.30644931E-02,-1.66399568E+00,-9.28070354E-01,+2.58371385E-01,+9.63364082E-01,+2.87007165E+00
+0.00000000E+00,+3.90000000E+01,-7.10169384E-01,-4.53683623E-01,+8.42715482E-01,-2.57310381E+00,-1.35833075E-01,+3.42611224E-01,+3.68555389E-01,+1.94825086E+00
+0.00000000E+00,+4.00000000E+01,-9.00915845E-01,+2.98774974E-01,+9.49165868E-01,+2.82137163E+00,-2.50946979E-01,-4.33558062E-01,+5.00946084E-01,-2.09548789E+00
+0.00000000E+00,+4.10000000E+01,-1.39382106E-01,+3.46344820E-01,+3.73339130E-01,+1.95340214E+00,-9.73369235E-01,-1.61001763E-01,+9.86594767E-01,-2.97767017E+00
+0.00000000E+00,+4.20000000E+01,-2.00485785E-01,-4.00363878E-01,+4.47756390E-01,-2.03505089E+00,-5.86967063E-01,+4.92378645E-01,+7.66137757E-01,+2.44360614E+00
+0.00000000E+00,+4.30000000E+01,-9.22994852E-01,-2.66599616E-01,+9.60726211E-01,-2.86040379E+00,-9.92287347E-04,+3.14849601E-02,+3.15005928E-02,+1.60230213E+00
+0.00000000E+00,+4.40000000E+01,-7.51188628E-01,+4.32324268E-01,+8.66711387E-01,+2.61936748E+00,-5.03438785E-01,-4.99988175E-01,+7.09534203E-01,-2.35963330E+00
+0.00000000E+00,+4.50000000E+01,-6.98985506E-02,+2.54975966E-01,+2.64383340E-01,+1.83836078E+00,-9.99709703E-01,+1.70356195E-02,+9.99854841E-01,+3.12455374E+00
+0.00000000E+00,+4.60000000E+01,-2.21924588E-01,-4.15540690E-01,+4.71088726E-01,-2.06132096E+00,-4.91119246E-01,+4.99921126E-01,+7.00799005E-01,+2.34731327E+00
+0.00000000E+00,+4.70000000E+01,-8.85203929E-01,-3.18775678E-01,+9.40852767E-01,-2.79593481E+00,-4.61360496E-04,+2.14743485E-02,+2.14793039E-02,+1.59227728E+00
+0.00000000E+00,+4.80000000E+01,-8.72674458E-01,+3.33337289E-01,+9.34170465E-01,+2.77672352E+00,-4.25744101E-01,-4.94455318E-01,+6.52490690E-01,-2.28166288E+00
+0.00000000E+00,+4.90000000E+01,-2.47028316E-01,+4.31283349E-01,+4.97019432E-01,+2.09095685E+00,-9.77432229E-01,-1.48520930E-01,+9.88651723E-01,-2.99079606E+00
+0.00000000E+00,+5.00000000E+01,-1.95002431E-02,-1.38275029E-01,+1.39643271E-01,-1.71089747E+00,-7.40457458E-01,+4.38383634E-01,+8.60498378E-01,+2.60704345E+00
+0.00000000E+00,+5.10000000E+01,-4.88633401E-01,-4.99870784E-01,+6.99023176E-01,-2.34482691E+00,-1.34370453E-01,+3.41049900E-01,+3.66565755E-01,+1.94611147E+00
+0.00000000E+00,+5.20000000E+01,-9.64298261E-01,-1.85545480E-01,+9.81986894E-01,-2.95150086E+00,-6.63470131E-02,-2.48887700E-01,+2.57579140E-01,-1.83131229E+00
+0.00000000E+00,+5.30000000E+01,-8.56656483E-01,+3.50422820E-01,+9.25557391E-01,+2.75330149E+00,-5.84681732E-01,-4.92776830E-01,+7.64644840E-01,-2.44128637E+00
+0.00000000E+00,+5.40000000E+01,-3.50503993E-01,+4.77127807E-01,+5.92033777E-01,+2.20437640E+00,-9.86367716E-01,-1.15958806E-01,+9.93160468E-01,-3.02456836E+00
+0.00000000E+00,+5.50000000E+01,-1.32657729E-02,+1.14410630E-01,+1.15177137E-01,+1.68622965E+00,-8.19622338E-01,+3.84501705E-01,+9.05329961E-01,+2.70295232E+00
+0.00000000E+00,+5.60000000E+01,-1.31060114E-01,-3.37466088E-01,+3.62022257E-01,-1.94123272E+00,-3.23618369E-01,+4.67856303E-01,+5.68874651E-01,+2.17593320E+00
+0.00000000E+00,+5.70000000E+01,-5.36895499E-01,-4.98636864E-01,+7.32731533E-01,-2.39312355E+00,-1.15990101E-02,+1.07072280E-01,+1.07698701E-01,+1.67870432E+00
+0.00000000E+00,+5.80000000E+01,-8.93469692E-01,-3.08515156E-01,+9.45235257E-01,-2.80911097E+00,-1.22949336E-01,-3.28379045E-01,+3.50641322E-01,-1.92905214E+00
+0.00000000E+00,+5.90000000E+01,-9.97935454E-01,+4.53903460E-02,+9.98967194E-01,+3.09613973E+00,-5.06540322E-01,-4.99957222E-01,+7.11716462E-01,-2.36273500E+00
+0.00000000E+00,+6.00000000E+01,-8.60344425E-01,+3.46629334E-01,+9.27547533E-01,+2.75859221E+00,-8.62957766E-01,-3.43891931E-01,+9.28955201E-01,-2.76237679E+00
+0.00000000E+00,+6.10000000E+01,-6.06800579E-01,+4.88460476E-01,+7.78974056E-01,+2.46382435E+00,-9.99765769E-01,-1.53028087E-02,+9.99882878E-01,-3.12628745E+00
+0.00000000E+00,+6.20000000E+01,-3.59716928E-01,+4.79917347E-01,+5.99764061E-01,+2.21400254E+00,-9.06297083E-01,+2.91414962E-01,+9.51996367E-01,+2.83048918E+00
+0.00000000E+00,+6.30000000E+01,-1.81226741E-01,+3.85205931E-01,+4.25707342E-01,+2.01053978E+00,-6.82789518E-01,+4.65390150E-01,+8.26310788E-01,+2.54332190E+00
+0.00000000E+00,+6.40000000E+01,-7.77029291E-02,+2.67703537E-01,+2.78752451E-01,+1.85329115E+00,-4.40832652E-01,+4.96486883E-01,+6.63952297E-01,+2.29688818E+00
+0.00000000E+00,+6.50000000E+01,-2.82365497E-02,+1.65647961E-01,+1.68037346E-01,+1.73963469E+00,-2.47990595E-01,+4.31846338E-01,+4.97986541E-01,+2.09207172E+00
+0.00000000E+00,+6.60000000E+01,-8.64926282E-03,+9.25983427E-02,+9.30014130E-02,+1.66393233E+00,-1.22673552E-01,+3.28062116E-01,+3.50247844E-01,+1.92863202E+00
+0.00000000E+00,+6.70000000E+01,-2.22769842E-03,+4.71458989E-02,+4.71985002E-02,+1.61801237E+00,-5.36871023E-02,+2.25399196E-01,+2.31704774E-01,+1.80462611E+00
+0.00000000E+00,+6.80000000E+01,-4.83978561E-04,+2.19941884E-02,+2.19995127E-02,+1.59279761E+00,-2.09424816E-02,+1.43191809E-01,+1.44715174E-01,+1.71602144E+00
+0.00000000E+00,+6.90000000E+01,-8.94674839E-05,+9.45830215E-03,+9.45872528E-03,+1.58025519E+00,-7.38679932E-03,+8.56284679E-02,+8.59464910E-02,+1.65684898E+00
+0.00000000E+00,+7.00000000E+01,-1.42395013E-05,+3.77349950E-03,+3.77352637E-03,+1.57456986E+00,-2.42529818E-03,+4.91875605E-02,+4.92473165E-02,+1.62006357E+00
+0.00000000E+00,+7.10000000E+01,-1.97515341E-06,+1.40540012E-03,+1.40540151E-03,+1.57220173E+00,-7.85821277E-04,+2.80214875E-02,+2.80325039E-02,+1.59883250E+00
+0.00000000E+00,+7.20000000E+01,-2.41385752E-07,+4.91310181E-04,+4.91310240E-04,+1.57128764E+00,-2.86768871E-04,+1.69318231E-02,+1.69342514E-02,+1.58773139E+00
+0.00000000E+00,+7.30000000E+01,-2.62285642E-08,+1.61952350E-04,+1.61952352E-04,+1.57095828E+00,-1.83314425E-04,+1.35381247E-02,+1.35393658E-02,+1.58433611E+00
+0.00000000E+00,+7.40000000E+01,-2.55280143E-09,+5.05252553E-05,+5.05252554E-05,+1.57084685E+00,-6.45370857E-04,-2.53959515E-02,+2.54041504E-02,-1.59620321E+00
+0.00000000E+00,+7.50000000E+01,-2.23922399E-10,+1.49640368E-05,+1.49640368E-05,+1.57081129E+00,-1.22342922E-06,-1.10608667E-03,+1.10608735E-03,-1.57190241E+00
+0.00000000E+00,+7.60000000E+01,-1.77929766E-11,+4.21817217E-06,+4.21817217E-06,+1.57080054E+00,-3.31861598E-08,-1.82170685E-04,+1.82170689E-04,-1.57097850E+00
+0.00000000E+00,+7.70000000E+01,-1.28642880E-12,+1.13420843E-06,+1.13420843E-06,+1.57079746E+00,-1.31933733E-09,-3.63226833E-05,+3.63226833E-05,-1.57083265E+00
+0.00000000E+00,+7.80000000E+01,-8.49538981E-14,+2.91468504E-07,+2.91468504E-07,+1.57079662E+00,-5.88028194E-11,-7.66829960E-06,+7.66829960E-06,-1.57080400E+00
+0.00000000E+00,+7.90000000E+01,-5.14193577E-15,+7.17072758E-08,+7.17072758E-08,+1.57079640E+00,-2.69104769E-12,-1.64044127E-06,+1.64044127E-06,-1.57079797E+00
+0.00000000E+00,+8.00000000E+01,-2.86120466E-16,+1.69150790E-08,+1.69150790E-08,+1.57079634E+00,-1.21654755E-13,-3.48790388E-07,+3.48790388E-07,-1.57079668E+00
+0.00000000E+00,+8.10000000E+01,-1.46777220E-17,+3.83113457E-09,+3.83113457E-09,+1.57079633E+00,-5.32664239E-15,-7.29838259E-08,+7.29838259E-08,-1.57079640E+00
+0.00000000E+00,+8.20000000E+01,-6.95928978E-19,+8.34206563E-10,+8.34206563E-10,+1.57079633E+00,-2.23431944E-16,-1.49476198E-08,+1.49476198E-08,-1.57079634E+00
+0.00000000E+00,+8.30000000E+01,-3.05716662E-20,+1.74830594E-10,+1.74830594E-10,+1.57079633E+00,-8.92176628E-18,-2.98691472E-09,+2.98691472E-09,-1.57079633E+00
+0.00000000E+00,+8.40000000E+01,-1.24756114E-21,+3.53040370E-11,+3.53040370E-11,+1.57079633E+00,-3.37873974E-19,-5.81254232E-10,+5.81254232E-10,-1.57079633E+00
+0.00000000E+00,+8.50000000E+01,-4.74856547E-23,+6.87583523E-12,+6.87583523E-12,+1.57079633E+00,-1.21273057E-20,-1.10034481E-10,+1.10034481E-10,-1.57079633E+00
+0.00000000E+00,+8.60000000E+01,-1.71288778E-24,+1.29277030E-12,+1.29277030E-12,+1.57079633E+00,-4.10554296E-22,-2.02512088E-11,+2.02512088E-11,-1.57079633E+00
+0.00000000E+00,+8.70000000E+01,-6.24295440E-26,+2.34847378E-13,+2.34847378E-13,+1.57079633E+00,-1.31942742E-23,-3.62252158E-12,+3.62252158E-12,-1.57079633E+00
+0.00000000E+00,+8.80000000E+01,-2.92136618E-27,+4.12541785E-14,+4.12541785E-14,+1.57079633E+00,-4.06428598E-25,-6.29765840E-13,+6.29765840E-13,-1.57079633E+00
+0.00000000E+00,+8.90000000E+01,-2.41752282E-28,+7.01286795E-15,+7.01286795E-15,+1.57079633E+00,-1.28926749E-26,-1.06411233E-13,+1.06411233E-13,-1.57079633E+00
+0.00000000E+00,+9.00000000E+01,-3.04766920E-29,+1.15445422E-15,+1.15445422E-15,+1.57079633E+00,-4.89691635E-28,-1.74787543E-14,+1.74787543E-14,-1.57079633E+00
+0.00000000E+00,+9.10000000E+01,-4.16061057E-30,+1.84162386E-16,+1.84162386E-16,+1.57079633E+00,-3.39291295E-29,-2.79158802E-15,+2.79158802E-15,-1.57079633E+00
+0.00000000E+00,+9.20000000E+01,-5.50382393E-31,+2.84866667E-17,+2.84866667E-17,+1.57079633E+00,-2.70524251E-30,-4.33643485E-16,+4.33643485E-16,-1.57079633E+00
+0.00000000E+00,+9.30000000E+01,-6.58886573E-32,+4.27520500E-18,+4.27520500E-18,+1.57079633E+00,-3.30728551E-31,-6.55376558E-17,+6.55376558E-17,-1.57079633E+00
+0.00000000E+00,+9.40000000E+01,-6.84747913E-33,+6.22860708E-19,+6.22860708E-19,+1.57079633E+00,-2.20528334E-32,-9.63984360E-18,+9.63984360E-18,-1.57079633E+00
+0.00000000E+00,+9.50000000E+01,-5.29604441E-34,+8.81403166E-20,+8.81403166E-20,+1.57079633E+00,-7.43585974E-34,-1.38044689E-18,+1.38044689E-18,-1.57079633E+00
+0.00000000E+00,+9.60000000E+01,-1.19404253E-36,+1.21206735E-20,+1.21206735E-20,+1.57079633E+00,+2.23959865E-34,-1.92527367E-19,+1.92527367E-19,-1.57079633E+00
+0.00000000E+00,+9.70000000E+01,+1.03939402E-35,+1.62052113E-21,+1.62052113E-21,+1.57079633E+00,+7.93484132E-35,-2.61602431E-20,+2.61602431E-20,-1.57079633E+00
+0.00000000E+00,+9.80000000E+01,+2.97625541E-36,+2.10743874E-22,+2.10743874E-22,+1.57079633E+00,+1.48202317E-35,-3.46434303E-21,+3.46434303E-21,-1.57079633E+00
+0.00000000E+00,+9.90000000E+01,+5.98655023E-37,+2.66694321E-23,+2.66694321E-23,+1.57079633E+00,+2.88018354E-36,-4.47282543E-22,+4.47282543E-22,-1.57079633E+00
+0.00000000E+00,+1.00000000E+02,+1.05254909E-37,+3.28554605E-24,+3.28554605E-24,+1.57079633E+00,+4.57977000E-37,-5.63216413E-23,+5.63216413E-23,-1.57079633E+00
+0.00000000E+00,+1.01000000E+02,+1.69671835E-38,+3.94187944E-25,+3.94187944E-25,+1.57079633E+00,+5.85109579E-38,-6.91909063E-24,+6.91909063E-24,-1.57079633E+00
+0.00000000E+00,+1.02000000E+02,+2.53262955E-39,+4.60743266E-26,+4.60743266E-26,+1.57079633E+00,+9.61264784E-39,-8.29561445E-25,+8.29561445E-25,-1.57079633E+00
+0.00000000E+00,+1.03000000E+02,+3.60266266E-40,+5.24835898E-27,+5.24835898E-27,+1.57079633E+00,+1.15684173E-39,-9.70993996E-26,+9.70993996E-26,-1.57079633E+00
