s1,s2,Re(r_ex.11),Im(r_ex.11),Abs(r_ex.11),Arg(r_ex.11),Re(r_ex.21),Im(r_ex.21),Abs(r_ex.21),Arg(r_ex.21),Re(r_ex.12),Im(r_ex.12),Abs(r_ex.12),Arg(r_ex.12),Re(r_ex.22),Im(r_ex.22),Abs(r_ex.22),Arg(r_ex.22)
+9.00000000E-01,+0.00000000E+00,+5.78958035E-01,-3.73785368E-01,+6.89135624E-01,-5.73288118E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.80741093E-01,-1.81166315E-01,+9.97333608E-01,-1.82664785E-01
+9.16071429E-01,+0.00000000E+00,+5.40707762E-01,-3.78500643E-01,+6.60020924E-01,-6.10732431E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.83493407E-01,-1.66849762E-01,+9.97546052E-01,-1.68050073E-01
+9.32142857E-01,+0.00000000E+00,+4.92165818E-01,-3.84946271E-01,+6.24828636E-01,-6.63760091E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.86318686E-01,-1.50821647E-01,+9.97783403E-01,-1.51738314E-01
+9.48214286E-01,+0.00000000E+00,+4.27091835E-01,-3.93708928E-01,+5.80873614E-01,-7.44749422E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.89226321E-01,-1.32456202E-01,+9.98054788E-01,-1.33107065E-01
+9.64285714E-01,+0.00000000E+00,+3.31811098E-01,-4.05370199E-01,+5.23854563E-01,-8.84853222E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.92233672E-01,-1.10586867E-01,+9.98377241E-01,-1.10994378E-01
+9.80357143E-01,+0.00000000E+00,+1.66711627E-01,-4.18380288E-01,+4.50371881E-01,-1.19161037E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.95381456E-01,-8.24577952E-02,+9.98791035E-01,-8.26516754E-02
+9.96428571E-01,+0.00000000E+00,-3.16099494E-01,-3.74317280E-01,+4.89930930E-01,-2.27207082E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.98856407E-01,-3.53597940E-02,+9.99482085E-01,-3.53855010E-02
+1.01250000E+00,+0.00000000E+00,+2.10351788E-01,-2.26824008E+00,+2.27797298E+00,-1.47832294E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.35694173E-01,+9.10758900E-04,+9.35694616E-01,+9.73350737E-04
+1.02857143E+00,+0.00000000E+00,+1.08164470E+00,-1.62448012E+00,+1.95163800E+00,-9.83365883E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+9.04033524E-01,+1.33603347E-03,+9.04034511E-01,+1.47785725E-03
+1.04464286E+00,+0.00000000E+00,+1.21575980E+00,-1.22685218E+00,+1.72720530E+00,-7.89939327E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.81077279E-01,+1.63454729E-03,+8.81078795E-01,+1.85516691E-03
+1.06071429E+00,+0.00000000E+00,+1.22750104E+00,-1.00422435E+00,+1.58594620E+00,-6.85683301E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.62232126E-01,+1.87329582E-03,+8.62234161E-01,+2.17260853E-03
+1.07678571E+00,+0.00000000E+00,+1.21157011E+00,-8.64661754E-01,+1.48846971E+00,-6.19841946E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.45905083E-01,+2.07547044E-03,+8.45907629E-01,+2.45354510E-03
+1.09285714E+00,+0.00000000E+00,+1.18900202E+00,-7.69365658E-01,+1.41620949E+00,-5.74311595E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.31319691E-01,+2.25235777E-03,+8.31322742E-01,+2.70936955E-03
+1.10892857E+00,+0.00000000E+00,+1.16565138E+00,-7.00235030E-01,+1.35980596E+00,-5.40951854E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.18029019E-01,+2.41044582E-03,+8.18032571E-01,+2.94664222E-03
+1.12500000E+00,+0.00000000E+00,+1.14328981E+00,-6.47826284E-01,+1.31407400E+00,-5.15523889E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+8.05748338E-01,+2.55386333E-03,+8.05752385E-01,+3.16954396E-03
+1.14107143E+00,+0.00000000E+00,+1.12240388E+00,-6.06754463E-01,+1.27590809E+00,-4.95585913E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.94283280E-01,+2.68542604E-03,+7.94287820E-01,+3.38092954E-03
+1.15714286E+00,+0.00000000E+00,+1.10304300E+00,-5.73728641E-01,+1.24332957E+00,-4.79623676E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.83494327E-01,+2.80715355E-03,+7.83499355E-01,+3.58284858E-03
+1.17321429E+00,+0.00000000E+00,+1.08510851E+00,-5.46624377E-01,+1.21501386E+00,-4.66643815E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.73277418E-01,+2.92055126E-03,+7.73282934E-01,+3.77683003E-03
+1.18928571E+00,+0.00000000E+00,+1.06845951E+00,-5.24008347E-01,+1.19003802E+00,-4.55965168E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.63552565E-01,+3.02677588E-03,+7.63558564E-01,+3.96404932E-03
+1.20535714E+00,+0.00000000E+00,+1.05295234E+00,-5.04877823E-01,+1.16773723E+00,-4.47103622E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.54256753E-01,+3.12673834E-03,+7.54263234E-01,+4.14543246E-03
+1.22142857E+00,+0.00000000E+00,+1.03845466E+00,-4.88509787E-01,+1.14761923E+00,-4.39704796E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.45339335E-01,+3.22117077E-03,+7.45346295E-01,+4.32172377E-03
+1.23750000E+00,+0.00000000E+00,+1.02484951E+00,-4.74369403E-01,+1.12931078E+00,-4.33502766E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.36758896E-01,+3.31067181E-03,+7.36766334E-01,+4.49353180E-03
+1.25357143E+00,+0.00000000E+00,+1.01203530E+00,-4.62052279E-01,+1.11252315E+00,-4.28293723E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.28481084E-01,+3.39573815E-03,+7.28488999E-01,+4.66136133E-03
+1.26964286E+00,+0.00000000E+00,+9.99924473E-01,-4.51246800E-01,+1.09702900E+00,-4.23918599E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.20477042E-01,+3.47678717E-03,+7.20485431E-01,+4.82563632E-03
+1.28571429E+00,+0.00000000E+00,+9.88441663E-01,-4.41708834E-01,+1.08264658E+00,-4.20251265E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.12722262E-01,+3.55417350E-03,+7.12731124E-01,+4.98671674E-03
+1.30178571E+00,+0.00000000E+00,+9.77521945E-01,-4.33244309E-01,+1.06922859E+00,-4.17190303E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+7.05195732E-01,+3.62820143E-03,+7.05205065E-01,+5.14491120E-03
+1.31785714E+00,+0.00000000E+00,+9.67109235E-01,-4.25696935E-01,+1.05665423E+00,-4.14653158E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.97879277E-01,+3.69913432E-03,+6.97889081E-01,+5.30048649E-03
+1.33392857E+00,+0.00000000E+00,+9.57154917E-01,-4.18939389E-01,+1.04482331E+00,-4.12571881E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.90757062E-01,+3.76720190E-03,+6.90767335E-01,+5.45367505E-03
+1.35000000E+00,+0.00000000E+00,+9.47616679E-01,-4.12866858E-01,+1.03365198E+00,-4.10889995E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.83815189E-01,+3.83260596E-03,+6.83825930E-01,+5.60468075E-03
+1.36607143E+00,+0.00000000E+00,+9.38457548E-01,-4.07392253E-01,+1.02306941E+00,-4.09560133E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.77041390E-01,+3.89552490E-03,+6.77052597E-01,+5.75368355E-03
+1.38214286E+00,+0.00000000E+00,+9.29645081E-01,-4.02442587E-01,+1.01301531E+00,-4.08542248E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.70424770E-01,+3.95611732E-03,+6.70436442E-01,+5.90084315E-03
+1.39821429E+00,+0.00000000E+00,+9.21150693E-01,-3.97956221E-01,+1.00343797E+00,-4.07802232E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.63955604E-01,+4.01452503E-03,+6.63967740E-01,+6.04630202E-03
+1.41428571E+00,+0.00000000E+00,+9.12949100E-01,-3.93880723E-01,+9.94292755E-01,-4.07310834E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.57625172E-01,+4.07087536E-03,+6.57637772E-01,+6.19018787E-03
+1.43035714E+00,+0.00000000E+00,+9.05017850E-01,-3.90171206E-01,+9.85540906E-01,-4.07042818E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.51425620E-01,+4.12528323E-03,+6.51438682E-01,+6.33261567E-03
+1.44642857E+00,+0.00000000E+00,+8.97336933E-01,-3.86789008E-01,+9.77148560E-01,-4.06976281E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.45349845E-01,+4.17785277E-03,+6.45363368E-01,+6.47368933E-03
+1.46250000E+00,+0.00000000E+00,+8.89888455E-01,-3.83700647E-01,+9.69085986E-01,-4.07092116E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.39391398E-01,+4.22867866E-03,+6.39405381E-01,+6.61350312E-03
+1.47857143E+00,+0.00000000E+00,+8.82656357E-01,-3.80876972E-01,+9.61326954E-01,-4.07373569E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.33544407E-01,+4.27784735E-03,+6.33558849E-01,+6.75214285E-03
+1.49464286E+00,+0.00000000E+00,+8.75626182E-01,-3.78292485E-01,+9.53848214E-01,-4.07805887E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.27803503E-01,+4.32543801E-03,+6.27818403E-01,+6.88968690E-03
+1.51071429E+00,+0.00000000E+00,+8.68784878E-01,-3.75924784E-01,+9.46629076E-01,-4.08376017E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.22163765E-01,+4.37152338E-03,+6.22179123E-01,+7.02620706E-03
+1.52678571E+00,+0.00000000E+00,+8.62120623E-01,-3.73754104E-01,+9.39651052E-01,-4.09072367E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.16620672E-01,+4.41617049E-03,+6.16636486E-01,+7.16176928E-03
+1.54285714E+00,+0.00000000E+00,+8.55622683E-01,-3.71762938E-01,+9.32897560E-01,-4.09884605E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.11170054E-01,+4.45944129E-03,+6.11186323E-01,+7.29643432E-03
+1.55892857E+00,+0.00000000E+00,+8.49281286E-01,-3.69935724E-01,+9.26353681E-01,-4.10803487E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.05808057E-01,+4.50139317E-03,+6.05824780E-01,+7.43025828E-03
+1.57500000E+00,+0.00000000E+00,+8.43087510E-01,-3.68258581E-01,+9.20005941E-01,-4.11820714E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+6.00531113E-01,+4.54207941E-03,+6.00548290E-01,+7.56329306E-03
+1.59107143E+00,+0.00000000E+00,+8.37033194E-01,-3.66719088E-01,+9.13842140E-01,-4.12928817E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.95335910E-01,+4.58154965E-03,+5.95353539E-01,+7.69558686E-03
+1.60714286E+00,+0.00000000E+00,+8.31110855E-01,-3.65306094E-01,+9.07851197E-01,-4.14121046E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.90219364E-01,+4.61985017E-03,+5.90237445E-01,+7.82718444E-03
+1.62321429E+00,+0.00000000E+00,+8.25313615E-01,-3.64009565E-01,+9.02023019E-01,-4.15391292E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.85178603E-01,+4.65702425E-03,+5.85197134E-01,+7.95812751E-03
+1.63928571E+00,+0.00000000E+00,+8.19635140E-01,-3.62820441E-01,+8.96348390E-01,-4.16734005E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.80210942E-01,+4.69311246E-03,+5.80229922E-01,+8.08845502E-03
+1.65535714E+00,+0.00000000E+00,+8.14069586E-01,-3.61730527E-01,+8.90818874E-01,-4.18144134E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.75313870E-01,+4.72815283E-03,+5.75333298E-01,+8.21820337E-03
+1.67142857E+00,+0.00000000E+00,+8.08611551E-01,-3.60732388E-01,+8.85426731E-01,-4.19617068E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.70485032E-01,+4.76218117E-03,+5.70504908E-01,+8.34740666E-03
+1.68750000E+00,+0.00000000E+00,+8.03256030E-01,-3.59819264E-01,+8.80164844E-01,-4.21148589E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.65722219E-01,+4.79523117E-03,+5.65742541E-01,+8.47609688E-03
+1.70357143E+00,+0.00000000E+00,+7.97998382E-01,-3.58984995E-01,+8.75026654E-01,-4.22734831E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.61023350E-01,+4.82733464E-03,+5.61044118E-01,+8.60430410E-03
+1.71964286E+00,+0.00000000E+00,+7.92834292E-01,-3.58223961E-01,+8.70006104E-01,-4.24372244E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.56386469E-01,+4.85852164E-03,+5.56407682E-01,+8.73205662E-03
+1.73571429E+00,+0.00000000E+00,+7.87759745E-01,-3.57531015E-01,+8.65097591E-01,-4.26057556E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.51809728E-01,+4.88882059E-03,+5.51831384E-01,+8.85938113E-03
+1.75178571E+00,+0.00000000E+00,+7.82770997E-01,-3.56901444E-01,+8.60295922E-01,-4.27787753E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.47291382E-01,+4.91825846E-03,+5.47313480E-01,+8.98630279E-03
+1.76785714E+00,+0.00000000E+00,+7.77864553E-01,-3.56330918E-01,+8.55596275E-01,-4.29560049E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.42829781E-01,+4.94686082E-03,+5.42852321E-01,+9.11284543E-03
+1.78392857E+00,+0.00000000E+00,+7.73037146E-01,-3.55815456E-01,+8.50994164E-01,-4.31371864E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.38423362E-01,+4.97465198E-03,+5.38446343E-01,+9.23903155E-03
+1.80000000E+00,+0.00000000E+00,+7.68285716E-01,-3.55351391E-01,+8.46485412E-01,-4.33220806E-01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,+5.34070644E-01,+5.00165506E-03,+5.34094064E-01,+9.36488253E-03
